ID,Title,N_Samples,Pass_At_1_Attempt,Num_Passed,Compilable_Count,Compilable_Rate,First_Pass_Attempt,Avg_Code_BLEU,Avg_CodeBERT_F1,First_Pass_Code_BLEU,First_Pass_CodeBERT_F1
s2433_find_the_original_array_of_prefix_xor,Find The Original Array of Prefix Xor,5,1,5,1,1.0000,0,0.4202,0.8313,0.4202,0.8313
s2438_range_product_queries_of_powers,Range Product Queries of Powers,5,1,5,1,1.0000,0,0.3492,0.7841,0.3492,0.7841
s2455_average_value_of_even_numbers_that_are_divisible_by_three,Average Value of Even Numbers That Are Divisible by Three,5,1,3,1,1.0000,0,0.6483,0.8754,0.6483,0.8754
s2404_most_frequent_even_element,Most Frequent Even Element,5,1,5,1,1.0000,0,0.4667,0.7998,0.4667,0.7998
s2443_sum_of_number_and_its_reverse,Sum of Number and Its Reverse,5,1,5,1,1.0000,0,0.5361,0.8330,0.5361,0.8330
s2452_words_within_two_edits_of_dictionary,Words Within Two Edits of Dictionary,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s2412_minimum_money_required_before_transactions,Minimum Money Required Before Transactions,5,0,1,1,1.0000,2,0.3464,0.7504,0.3464,0.7504
s2423_remove_letter_to_equalize_frequency,Remove Letter To Equalize Frequency,5,1,5,1,1.0000,0,0.3785,0.7947,0.3785,0.7947
s2484_count_palindromic_subsequences,Count Palindromic Subsequences,5,0,2,1,1.0000,1,0.3257,0.7824,0.3257,0.7824
s2468_split_message_based_on_limit,Split Message Based on Limit,5,1,3,1,1.0000,0,0.2774,0.7570,0.2774,0.7570
s2466_count_ways_to_build_good_strings,Count Ways To Build Good Strings,5,1,5,1,1.0000,0,0.3784,0.8358,0.3784,0.8358
s2461_maximum_sum_of_distinct_subarrays_with_length_k,Maximum Sum of Distinct Subarrays With Length K,5,1,2,1,1.0000,0,0.4600,0.8313,0.4600,0.8313
s2470_number_of_subarrays_with_lcm_equal_to_k,Number of Subarrays With LCM Equal to K,5,1,5,1,1.0000,0,0.4871,0.8334,0.4871,0.8334
s2427_number_of_common_factors,Number of Common Factors,5,1,5,1,1.0000,0,0.5189,0.8029,0.5189,0.8029
s2434_using_a_robot_to_print_the_lexicographically_smallest_string,Using a Robot to Print the Lexicographically Smallest String,5,1,5,1,1.0000,0,0.3089,0.7635,0.3089,0.7635
s2487_remove_nodes_from_linked_list,Remove Nodes From Linked List,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s2441_largest_positive_integer_that_exists_with_its_negative,Largest Positive Integer That Exists With Its Negative,5,1,5,1,1.0000,0,0.3195,0.7839,0.3195,0.7839
s1675_minimize_deviation_in_array,Minimize Deviation in Array,5,1,5,1,1.0000,0,0.4021,0.8061,0.4021,0.8061
s2499_minimum_total_cost_to_make_arrays_unequal,Minimum Total Cost to Make Arrays Unequal,5,1,3,1,1.0000,0,0.3782,0.7770,0.3782,0.7770
s1659_maximize_grid_happiness,Maximize Grid Happiness,5,1,4,1,1.0000,0,0.3044,0.7959,0.3044,0.7959
s1687_delivering_boxes_from_storage_to_ports,Delivering Boxes from Storage to Ports,5,1,1,1,1.0000,0,0.4349,0.7848,0.4349,0.7848
s1663_smallest_string_with_a_given_numeric_value,Smallest String With A Given Numeric Value,5,1,5,1,1.0000,0,0.3847,0.7776,0.3847,0.7776
s1672_richest_customer_wealth,Richest Customer Wealth,5,1,5,1,1.0000,0,0.4303,0.8092,0.4303,0.8092
s1630_arithmetic_subarrays,Arithmetic Subarrays,5,1,5,1,1.0000,0,0.3814,0.8295,0.3814,0.8295
s1655_distribute_repeating_integers,Distribute Repeating Integers,5,1,5,1,1.0000,0,0.2552,0.7472,0.2552,0.7472
s1649_create_sorted_array_through_instructions,Create Sorted Array through Instructions,5,1,5,1,1.0000,0,0.3777,0.7956,0.3777,0.7956
s1681_minimum_incompatibility,Minimum Incompatibility,5,1,5,1,1.0000,0,0.2437,0.7489,0.2437,0.7489
s1605_find_valid_matrix_given_row_and_column_sums,Find Valid Matrix Given Row and Column Sums,5,1,5,1,1.0000,0,0.3722,0.8569,0.3722,0.8569
s1616_split_two_strings_to_make_palindrome,Split Two Strings to Make Palindrome,5,1,5,1,1.0000,0,0.4783,0.8447,0.4783,0.8447
s1695_maximum_erasure_value,Maximum Erasure Value,5,1,5,1,1.0000,0,0.3319,0.7642,0.3319,0.7642
s1673_find_the_most_competitive_subsequence,Find the Most Competitive Subsequence,5,1,4,1,1.0000,0,0.4458,0.8234,0.4458,0.8234
s1609_even_odd_tree,Even Odd Tree,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s1619_mean_of_array_after_removing_some_elements,Mean of Array After Removing Some Elements,5,1,5,1,1.0000,0,0.5022,0.8495,0.5022,0.8495
s1640_check_array_formation_through_concatenation,Check Array Formation Through Concatenation,5,1,5,1,1.0000,0,0.3892,0.8130,0.3892,0.8130
s1638_count_substrings_that_differ_by_one_character,Count Substrings That Differ by One Character,5,1,5,1,1.0000,0,0.5319,0.8350,0.5319,0.8350
s1643_kth_smallest_instructions,Kth Smallest Instructions,5,1,4,1,1.0000,0,0.3714,0.7741,0.3714,0.7741
s1678_goal_parser_interpretation,Goal Parser Interpretation,5,1,5,1,1.0000,0,0.5175,0.8394,0.5175,0.8394
s1636_sort_array_by_increasing_frequency,Sort Array by Increasing Frequency,5,1,5,1,1.0000,0,0.3407,0.7818,0.3407,0.7818
s1632_rank_transform_of_a_matrix,Rank Transform of a Matrix,5,1,5,1,1.0000,0,0.2524,0.7806,0.2524,0.7806
s1679_max_number_of_k_sum_pairs,Max Number of K-Sum Pairs,5,1,5,1,1.0000,0,0.6187,0.8838,0.6187,0.8838
s1627_graph_connectivity_with_threshold,Graph Connectivity With Threshold,5,1,5,1,1.0000,0,0.3440,0.8128,0.3440,0.8128
s1617_count_subtrees_with_max_distance_between_cities,Count Subtrees With Max Distance Between Cities,5,1,5,1,1.0000,0,0.3066,0.7829,0.3066,0.7829
s1639_number_of_ways_to_form_a_target_string_given_a_dictionary,Number of Ways to Form a Target String Given a Dictionary,5,1,5,1,1.0000,0,0.2825,0.7867,0.2825,0.7867
s1685_sum_of_absolute_differences_in_a_sorted_array,Sum of Absolute Differences in a Sorted Array,5,1,5,1,1.0000,0,0.4400,0.8541,0.4400,0.8541
s1689_partitioning_into_minimum_number_of_deci_binary_numbers,Partitioning Into Minimum Number Of Deci-Binary Numbers,5,1,5,1,1.0000,0,0.4493,0.7831,0.4493,0.7831
s1647_minimum_deletions_to_make_character_frequencies_unique,Minimum Deletions to Make Character Frequencies Unique,5,1,5,1,1.0000,0,0.5268,0.8544,0.5268,0.8544
s1669_merge_in_between_linked_lists,Merge In Between Linked Lists,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s1696_jump_game_vi,Jump Game VI,5,1,5,1,1.0000,0,0.4519,0.8219,0.4519,0.8219
s1625_lexicographically_smallest_string_after_applying_operations,Lexicographically Smallest String After Applying Operations,5,1,5,1,1.0000,0,0.3106,0.8007,0.3106,0.8007
s1610_maximum_number_of_visible_points,Maximum Number of Visible Points,5,1,5,1,1.0000,0,0.3487,0.8129,0.3487,0.8129
s1652_defuse_the_bomb,Defuse the Bomb,5,1,5,1,1.0000,0,0.3896,0.8320,0.3896,0.8320
s1680_concatenation_of_consecutive_binary_numbers,Concatenation of Consecutive Binary Numbers,5,1,5,1,1.0000,0,0.4327,0.8168,0.4327,0.8168
s1654_minimum_jumps_to_reach_home,Minimum Jumps to Reach Home,5,1,5,1,1.0000,0,0.4168,0.8345,0.4168,0.8345
s1620_coordinate_with_maximum_network_quality,Coordinate With Maximum Network Quality,5,1,5,1,1.0000,0,0.3363,0.8058,0.3363,0.8058
s1646_get_maximum_in_generated_array,Get Maximum in Generated Array,5,1,5,1,1.0000,0,0.5963,0.8536,0.5963,0.8536
s1657_determine_if_two_strings_are_close,Determine if Two Strings Are Close,5,1,5,1,1.0000,0,0.5282,0.8484,0.5282,0.8484
s1664_ways_to_make_a_fair_array,Ways to Make a Fair Array,5,1,4,1,1.0000,0,0.3170,0.8062,0.3170,0.8062
s1662_check_if_two_string_arrays_are_equivalent,Check If Two String Arrays are Equivalent,5,1,5,1,1.0000,0,0.8217,0.9065,0.8217,0.9065
s1700_number_of_students_unable_to_eat_lunch,Number of Students Unable to Eat Lunch,5,1,5,1,1.0000,0,0.1792,0.7297,0.1792,0.7297
s1671_minimum_number_of_removals_to_make_mountain_array,Minimum Number of Removals to Make Mountain Array,5,1,5,1,1.0000,0,0.2985,0.8112,0.2985,0.8112
s1631_path_with_minimum_effort,Path With Minimum Effort,5,1,5,1,1.0000,0,0.3221,0.8020,0.3221,0.8020
s1690_stone_game_vii,Stone Game VII,5,1,5,1,1.0000,0,0.4081,0.8076,0.4081,0.8076
s1668_maximum_repeating_substring,Maximum Repeating Substring,5,1,5,1,1.0000,0,0.5146,0.8129,0.5146,0.8129
s1642_furthest_building_you_can_reach,Furthest Building You Can Reach,5,1,5,1,1.0000,0,0.4542,0.8446,0.4542,0.8446
s1621_number_of_sets_of_k_non_overlapping_line_segments,Number of Sets of K Non-Overlapping Line Segments,5,1,5,1,1.0000,0,0.2207,0.7427,0.2207,0.7427
s1606_find_servers_that_handled_most_number_of_requests,Find Servers That Handled Most Number of Requests,5,1,5,1,1.0000,0,0.4740,0.8500,0.4740,0.8500
s1665_minimum_initial_energy_to_finish_tasks,Minimum Initial Energy to Finish Tasks,5,0,2,1,1.0000,1,0.4333,0.8060,0.4333,0.8060
s1686_stone_game_vi,Stone Game VI,5,1,5,1,1.0000,0,0.2528,0.7457,0.2528,0.7457
s1601_maximum_number_of_achievable_transfer_requests,Maximum Number of Achievable Transfer Requests,5,1,5,1,1.0000,0,0.2864,0.7709,0.2864,0.7709
s1697_checking_existence_of_edge_length_limited_paths,Checking Existence of Edge Length Limited Paths,5,1,5,1,1.0000,0,0.4796,0.8377,0.4796,0.8377
s1637_widest_vertical_area_between_two_points_containing_no_points,Widest Vertical Area Between Two Points Containing No Points,5,1,5,1,1.0000,0,0.4378,0.8715,0.4378,0.8715
s1611_minimum_one_bit_operations_to_make_integers_zero,Minimum One Bit Operations to Make Integers Zero,5,1,2,1,1.0000,0,0.3046,0.7605,0.3046,0.7605
s1624_largest_substring_between_two_equal_characters,Largest Substring Between Two Equal Characters,5,1,5,1,1.0000,0,0.4948,0.8166,0.4948,0.8166
s1658_minimum_operations_to_reduce_x_to_zero,Minimum Operations to Reduce X to Zero,5,1,5,1,1.0000,0,0.3731,0.7919,0.3731,0.7919
s1688_count_of_matches_in_tournament,Count of Matches in Tournament,5,1,5,1,1.0000,0,0.1850,0.7419,0.1850,0.7419
s1614_maximum_nesting_depth_of_the_parentheses,Maximum Nesting Depth of the Parentheses,5,1,5,1,1.0000,0,0.3616,0.7882,0.3616,0.7882
s1641_count_sorted_vowel_strings,Count Sorted Vowel Strings,5,1,4,1,1.0000,0,0.1665,0.7374,0.1665,0.7374
s1608_special_array_with_x_elements_greater_than_or_equal_x,Special Array With X Elements Greater Than or Equal X,5,1,5,1,1.0000,0,0.4536,0.7992,0.4536,0.7992
s1653_minimum_deletions_to_make_string_balanced,Minimum Deletions to Make String Balanced,5,1,5,1,1.0000,0,0.3626,0.7321,0.3626,0.7321
s1626_best_team_with_no_conflicts,Best Team With No Conflicts,5,1,5,1,1.0000,0,0.3503,0.8125,0.3503,0.8125
s1684_count_the_number_of_consistent_strings,Count the Number of Consistent Strings,5,1,5,1,1.0000,0,0.5008,0.8195,0.5008,0.8195
s1604_alert_using_same_key_card_three_or_more_times_in_a_one_hour_period,Alert Using Same Key-Card Three or More Times in a One Hour Period,5,1,5,1,1.0000,0,0.5370,0.8494,0.5370,0.8494
s1648_sell_diminishing_valued_colored_balls,Sell Diminishing-Valued Colored Balls,5,1,4,1,1.0000,0,0.2866,0.7704,0.2866,0.7704
s1691_maximum_height_by_stacking_cuboids,Maximum Height by Stacking Cuboids,5,1,5,1,1.0000,0,0.4562,0.8539,0.4562,0.8539
s1694_reformat_phone_number,Reformat Phone Number,5,1,5,1,1.0000,0,0.3394,0.8128,0.3394,0.8128
s1615_maximal_network_rank,Maximal Network Rank,5,1,5,1,1.0000,0,0.4461,0.8415,0.4461,0.8415
s1629_slowest_key,Slowest Key,5,1,5,1,1.0000,0,0.4391,0.8369,0.4391,0.8369
s0696_count_binary_substrings,Count Binary Substrings,5,1,5,1,1.0000,0,0.3478,0.7950,0.3478,0.7950
s1674_minimum_moves_to_make_array_complementary,Minimum Moves to Make Array Complementary,5,0,4,1,1.0000,1,0.3704,0.8224,0.3704,0.8224
s0691_stickers_to_spell_word,Stickers to Spell Word,5,1,5,1,1.0000,0,0.3652,0.8173,0.3652,0.8173
s0643_maximum_average_subarray_i,Maximum Average Subarray I,5,1,5,1,1.0000,0,0.3346,0.8224,0.3346,0.8224
s0693_binary_number_with_alternating_bits,Binary Number with Alternating Bits,5,1,5,1,1.0000,0,0.2586,0.7621,0.2586,0.7621
s0689_maximum_sum_of_3_non_overlapping_subarrays,Maximum Sum of 3 Non-Overlapping Subarrays,5,1,5,1,1.0000,0,0.3160,0.8321,0.3160,0.8321
s0675_cut_off_trees_for_golf_event,Cut Off Trees for Golf Event,5,1,5,1,1.0000,0,0.4113,0.8226,0.4113,0.8226
s0647_palindromic_substrings,Palindromic Substrings,5,1,5,1,1.0000,0,0.2143,0.7324,0.2143,0.7324
s0669_trim_a_binary_search_tree,Trim a Binary Search Tree,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s0653_two_sum_iv_input_is_a_bst,Two Sum IV - Input is a BST,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s0668_kth_smallest_number_in_multiplication_table,Kth Smallest Number in Multiplication Table,5,1,5,1,1.0000,0,0.4724,0.8275,0.4724,0.8275
s0639_decode_ways_ii,Decode Ways II,5,1,5,1,1.0000,0,0.1524,0.8054,0.1524,0.8054
s0628_maximum_product_of_three_numbers,Maximum Product of Three Numbers,5,1,5,1,1.0000,0,0.1939,0.7270,0.1939,0.7270
s0679_24_game,24 Game,5,1,5,1,1.0000,0,0.3228,0.8038,0.3228,0.8038
s0648_replace_words,Replace Words,5,1,5,1,1.0000,0,0.2570,0.7928,0.2570,0.7928
s0699_falling_squares,Falling Squares,5,1,5,1,1.0000,0,0.3869,0.7766,0.3869,0.7766
s0664_strange_printer,Strange Printer,5,1,5,1,1.0000,0,0.3106,0.8059,0.3106,0.8059
s0629_k_inverse_pairs_array,K Inverse Pairs Array,5,1,5,1,1.0000,0,0.4625,0.8346,0.4625,0.8346
s0646_maximum_length_of_pair_chain,Maximum Length of Pair Chain,5,1,5,1,1.0000,0,0.3392,0.8135,0.3392,0.8135
s0672_bulb_switcher_ii,Bulb Switcher II,5,1,4,1,1.0000,0,0.4844,0.8166,0.4844,0.8166
s0652_find_duplicate_subtrees,Find Duplicate Subtrees,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s0654_maximum_binary_tree,Maximum Binary Tree,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s0609_find_duplicate_file_in_system,Find Duplicate File in System,5,1,5,1,1.0000,0,0.5725,0.8636,0.5725,0.8636
s0690_employee_importance,Employee Importance,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s0673_number_of_longest_increasing_subsequence,Number of Longest Increasing Subsequence,5,1,5,1,1.0000,0,0.3880,0.8346,0.3880,0.8346
s0700_search_in_a_binary_search_tree,Search in a Binary Search Tree,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s0650_2_keys_keyboard,2 Keys Keyboard,5,1,5,1,1.0000,0,0.4356,0.7776,0.4356,0.7776
s0640_solve_the_equation,Solve the Equation,5,1,5,1,1.0000,0,0.3348,0.7870,0.3348,0.7870
s0645_set_mismatch,Set Mismatch,5,1,5,1,1.0000,0,0.3115,0.7910,0.3115,0.7910
s0685_redundant_connection_ii,Redundant Connection II,5,1,5,1,1.0000,0,0.4442,0.7803,0.4442,0.7803
s0686_repeated_string_match,Repeated String Match,5,1,5,1,1.0000,0,0.2701,0.7901,0.2701,0.7901
s0621_task_scheduler,Task Scheduler,5,1,5,1,1.0000,0,0.4721,0.8103,0.4721,0.8103
s0630_course_schedule_iii,Course Schedule III,5,1,5,1,1.0000,0,0.3161,0.7810,0.3161,0.7810
s0688_knight_probability_in_chessboard,Knight Probability in Chessboard,5,1,5,1,1.0000,0,0.3304,0.8013,0.3304,0.8013
s0671_second_minimum_node_in_a_binary_tree,Second Minimum Node In a Binary Tree,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s0674_longest_continuous_increasing_subsequence,Longest Continuous Increasing Subsequence,5,1,5,1,1.0000,0,0.3949,0.8383,0.3949,0.8383
s0637_average_of_levels_in_binary_tree,Average of Levels in Binary Tree,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s0605_can_place_flowers,Can Place Flowers,5,1,5,1,1.0000,0,0.4376,0.8845,0.4376,0.8845
s0682_baseball_game,Baseball Game,5,1,5,1,1.0000,0,0.3862,0.8053,0.3862,0.8053
s0649_dota2_senate,Dota2 Senate,5,1,5,1,1.0000,0,0.2686,0.7498,0.2686,0.7498
s0659_split_array_into_consecutive_subsequences,Split Array into Consecutive Subsequences,5,1,5,1,1.0000,0,0.3005,0.7510,0.3005,0.7510
s0695_max_area_of_island,Max Area of Island,5,1,5,1,1.0000,0,0.3347,0.7787,0.3347,0.7787
s0697_degree_of_an_array,Degree of an Array,5,1,5,1,1.0000,0,0.4826,0.8691,0.4826,0.8691
s0617_merge_two_binary_trees,Merge Two Binary Trees,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s0633_sum_of_square_numbers,Sum of Square Numbers,5,1,5,1,1.0000,0,0.3651,0.8009,0.3651,0.8009
s0678_valid_parenthesis_string,Valid Parenthesis String,5,1,5,1,1.0000,0,0.4381,0.8000,0.4381,0.8000
s0680_valid_palindrome_ii,Valid Palindrome II,5,1,5,1,1.0000,0,0.5497,0.8762,0.5497,0.8762
s0606_construct_string_from_binary_tree,Construct String from Binary Tree,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s0611_valid_triangle_number,Valid Triangle Number,5,1,5,1,1.0000,0,0.2372,0.7905,0.2372,0.7905
s0632_smallest_range_covering_elements_from_k_lists,Smallest Range Covering Elements from K Lists,5,0,0,1,1.0000,N/A,0.0000,0.0000,0.0000,0.0000
s0638_shopping_offers,Shopping Offers,5,0,2,0,0.0000,2,0.3869,0.8124,0.3869,0.8124
s0670_maximum_swap,Maximum Swap,5,1,5,1,1.0000,0,0.4222,0.8243,0.4222,0.8243
s0661_image_smoother,Image Smoother,5,1,5,1,1.0000,0,0.3361,0.8241,0.3361,0.8241
s0698_partition_to_k_equal_sum_subsets,Partition to K Equal Sum Subsets,5,1,5,1,1.0000,0,0.4310,0.8018,0.4310,0.8018
s0636_exclusive_time_of_functions,Exclusive Time of Functions,5,1,5,1,1.0000,0,0.3993,0.8340,0.3993,0.8340
s0687_longest_univalue_path,Longest Univalue Path,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s0658_find_k_closest_elements,Find K Closest Elements,5,1,5,1,1.0000,0,0.7450,0.8522,0.7450,0.8522
s0657_robot_return_to_origin,Robot Return to Origin,5,1,5,1,1.0000,0,0.2582,0.7251,0.2582,0.7251
s0623_add_one_row_to_tree,Add One Row to Tree,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s0655_print_binary_tree,Print Binary Tree,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s0684_redundant_connection,Redundant Connection,5,1,5,1,1.0000,0,0.4438,0.7969,0.4438,0.7969
s0665_non_decreasing_array,Non-decreasing Array,5,1,5,1,1.0000,0,0.4183,0.8345,0.4183,0.8345
s0667_beautiful_arrangement_ii,Beautiful Arrangement II,5,0,0,1,1.0000,N/A,0.0000,0.0000,0.0000,0.0000
s0662_maximum_width_of_binary_tree,Maximum Width of Binary Tree,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s0692_top_k_frequent_words,Top K Frequent Words,5,1,5,1,1.0000,0,0.4802,0.7753,0.4802,0.7753
s0114_flatten_binary_tree_to_linked_list,Flatten Binary Tree to Linked List,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s0112_path_sum,Path Sum,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s0191_number_of_1_bits,Number of 1 Bits,5,1,5,1,1.0000,0,0.2730,0.7308,0.2730,0.7308
s0154_find_minimum_in_rotated_sorted_array_ii,Find Minimum in Rotated Sorted Array II,5,1,5,1,1.0000,0,0.3140,0.8021,0.3140,0.8021
s0111_minimum_depth_of_binary_tree,Minimum Depth of Binary Tree,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s0151_reverse_words_in_a_string,Reverse Words in a String,5,1,5,1,1.0000,0,0.3348,0.8007,0.3348,0.8007
s0141_linked_list_cycle,Linked List Cycle,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s0179_largest_number,Largest Number,5,1,5,1,1.0000,0,0.4593,0.8253,0.4593,0.8253
s0188_best_time_to_buy_and_sell_stock_iv,Best Time to Buy and Sell Stock IV,5,1,5,1,1.0000,0,0.4421,0.8028,0.4421,0.8028
s0189_rotate_array,Rotate Array,5,1,5,1,1.0000,0,0.4735,0.7926,0.4735,0.7926
s0110_balanced_binary_tree,Balanced Binary Tree,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s0162_find_peak_element,Find Peak Element,5,1,5,1,1.0000,0,0.4510,0.7959,0.4510,0.7959
s0129_sum_root_to_leaf_numbers,Sum Root to Leaf Numbers,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s0174_dungeon_game,Dungeon Game,5,1,5,1,1.0000,0,0.3198,0.8035,0.3198,0.8035
s0124_binary_tree_maximum_path_sum,Binary Tree Maximum Path Sum,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s0190_reverse_bits,Reverse Bits,5,1,5,1,1.0000,0,0.3916,0.7746,0.3916,0.7746
s0137_single_number_ii,Single Number II,5,1,5,1,1.0000,0,0.5207,0.7798,0.5207,0.7798
s0172_factorial_trailing_zeroes,Factorial Trailing Zeroes,5,1,5,1,1.0000,0,0.4510,0.8264,0.4510,0.8264
s0164_maximum_gap,Maximum Gap,5,1,5,1,1.0000,0,0.4741,0.7658,0.4741,0.7658
s0140_word_break_ii,Word Break II,5,1,5,1,1.0000,0,0.4259,0.8087,0.4259,0.8087
s0169_majority_element,Majority Element,5,1,5,1,1.0000,0,0.2984,0.7523,0.2984,0.7523
s0135_candy,Candy,5,1,5,1,1.0000,0,0.4411,0.8709,0.4411,0.8709
s0119_pascals_triangle_ii,Pascal's Triangle II,5,1,5,1,1.0000,0,0.2828,0.7658,0.2828,0.7658
s0147_insertion_sort_list,Insertion Sort List,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s0133_clone_graph,Clone Graph,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s0103_binary_tree_zigzag_level_order_traversal,Binary Tree Zigzag Level Order Traversal,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s0167_two_sum_ii_input_array_is_sorted,Two Sum II - Input Array Is Sorted,5,1,5,1,1.0000,0,0.4696,0.8126,0.4696,0.8126
s0165_compare_version_numbers,Compare Version Numbers,5,1,4,1,1.0000,0,0.2639,0.8231,0.2639,0.8231
s0200_number_of_islands,Number of Islands,5,1,5,1,1.0000,0,0.3155,0.7593,0.3155,0.7593
s0120_triangle,Triangle,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s0127_word_ladder,Word Ladder,5,1,5,1,1.0000,0,0.6640,0.8570,0.6640,0.8570
s0113_path_sum_ii,Path Sum II,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s0199_binary_tree_right_side_view,Binary Tree Right Side View,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s0136_single_number,Single Number,5,1,5,1,1.0000,0,0.7269,0.7844,0.7269,0.7844
s0149_max_points_on_a_line,Max Points on a Line,5,1,5,1,1.0000,0,0.3521,0.7878,0.3521,0.7878
s0116_populating_next_right_pointers_in_each_node,Populating Next Right Pointers in Each Node,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s0130_surrounded_regions,Surrounded Regions,5,1,5,1,1.0000,0,0.3878,0.8090,0.3878,0.8090
s0105_construct_binary_tree_from_preorder_and_inorder_traversal,Construct Binary Tree from Preorder and Inorder Traversal,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s0118_pascals_triangle,Pascal's Triangle,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s0139_word_break,Word Break,5,1,5,1,1.0000,0,0.3745,0.7946,0.3745,0.7946
s0132_palindrome_partitioning_ii,Palindrome Partitioning II,5,1,5,1,1.0000,0,0.3101,0.7832,0.3101,0.7832
s0150_evaluate_reverse_polish_notation,Evaluate Reverse Polish Notation,5,1,5,1,1.0000,0,0.4451,0.7740,0.4451,0.7740
s0122_best_time_to_buy_and_sell_stock_ii,Best Time to Buy and Sell Stock II,5,1,5,1,1.0000,0,0.5039,0.8218,0.5039,0.8218
s0145_binary_tree_postorder_traversal,Binary Tree Postorder Traversal,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s0171_excel_sheet_column_number,Excel Sheet Column Number,5,1,5,1,1.0000,0,0.4741,0.8290,0.4741,0.8290
s0102_binary_tree_level_order_traversal,Binary Tree Level Order Traversal,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s0198_house_robber,House Robber,5,1,5,1,1.0000,0,0.4132,0.7722,0.4132,0.7722
s0106_construct_binary_tree_from_inorder_and_postorder_traversal,Construct Binary Tree from Inorder and Postorder Traversal,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s0187_repeated_dna_sequences,Repeated DNA Sequences,5,1,5,1,1.0000,0,0.3735,0.7932,0.3735,0.7932
s0142_linked_list_cycle_ii,Linked List Cycle II,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s0152_maximum_product_subarray,Maximum Product Subarray,5,1,5,1,1.0000,0,0.4515,0.7815,0.4515,0.7815
s0123_best_time_to_buy_and_sell_stock_iii,Best Time to Buy and Sell Stock III,5,1,5,1,1.0000,0,0.6061,0.8438,0.6061,0.8438
s0153_find_minimum_in_rotated_sorted_array,Find Minimum in Rotated Sorted Array,5,1,5,1,1.0000,0,0.2922,0.7609,0.2922,0.7609
s0168_excel_sheet_column_title,Excel Sheet Column Title,5,1,5,1,1.0000,0,0.5321,0.8492,0.5321,0.8492
s0107_binary_tree_level_order_traversal_ii,Binary Tree Level Order Traversal II,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s0115_distinct_subsequences,Distinct Subsequences,5,1,5,1,1.0000,0,0.2949,0.8153,0.2949,0.8153
s0160_intersection_of_two_linked_lists,Intersection of Two Linked Lists,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s0125_valid_palindrome,Valid Palindrome,5,1,5,1,1.0000,0,0.3381,0.8039,0.3381,0.8039
s0108_convert_sorted_array_to_binary_search_tree,Convert Sorted Array to Binary Search Tree,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
